QGC WPL 110
0	1	0	16	0	0	0	0	37.012405	-76.591187	10.000000	1
1	0	3	16	7.000000	0.000000	0.000000	0.000000	37.015879	-76.591251	200.000000	1
2	0	3	16	47.000000	0.000000	0.000000	0.000000	37.024313	-76.589470	200.000000	1
3	0	3	16	9.000000	0.000000	0.000000	0.000000	37.025272	-76.587839	200.000000	1
4	0	3	16	8.000000	0.000000	0.000000	0.000000	37.026625	-76.588805	200.000000	1
5	0	3	16	8.000000	0.000000	0.000000	0.000000	37.025683	-76.590328	200.000000	1
6	0	3	16	8.000000	0.000000	0.000000	0.000000	37.024313	-76.589470	200.000000	1
7	0	3	16	47.000000	0.000000	0.000000	0.000000	37.015884	-76.591251	200.000000	1
8	0	3	16	8.000000	0.000000	0.000000	0.000000	37.014701	-76.590221	200.000000	1
9	0	3	16	8.000000	0.000000	0.000000	0.000000	37.013639	-76.591680	200.000000	1
10	0	3	16	8.000000	0.000000	0.000000	0.000000	37.015010	-76.592667	200.000000	1
11	0	3	177	1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	1
