QGC WPL 110
0	1	0	16	0	0	0	0	37.012405	-76.591187	10.000000	1
1	0	3	16	27.000000	0.000000	0.000000	0.000000	37.015026	-76.592171	200.000000	1
2	0	3	16	33.000000	0.000000	0.000000	0.000000	37.021126	-76.592049	200.000000	1
3	0	3	16	21.000000	0.000000	0.000000	0.000000	37.024654	-76.590240	200.000000	1
4	0	3	16	12.000000	0.000000	0.000000	0.000000	37.025684	-76.587753	200.000000	1
5	0	3	16	10.000000	0.000000	0.000000	0.000000	37.027191	-76.589211	200.000000	1
6	0	3	16	11.000000	0.000000	0.000000	0.000000	37.026299	-76.591530	200.000000	1
7	0	3	16	10.000000	0.000000	0.000000	0.000000	37.024654	-76.590240	200.000000	1
8	0	3	16	21.000000	0.000000	0.000000	0.000000	37.021160	-76.592049	200.000000	1
9	0	3	16	34.000000	0.000000	0.000000	0.000000	37.015026	-76.592171	200.000000	1
10	0	3	16	11.000000	0.000000	0.000000	0.000000	37.013588	-76.590324	200.000000	1
11	0	3	16	11.000000	0.000000	0.000000	0.000000	37.012062	-76.592216	200.000000	1
12	0	3	16	13.000000	0.000000	0.000000	0.000000	37.013863	-76.594124	200.000000	1
13	0	3	177	1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	1
