QGC WPL 110											
0	1	0	16	0	0	0	0	37.012363	-76.591064	0	1
1	0	0	16	35	0	0	0	37.013122	-76.59806	200	1
2	0	0	16	12	0	0	0	37.016025	-76.597824	200	1
3	0	0	16	21	0	0	0	37.016315	-76.591629	200	1
4	0	0	16	15	0	0	0	37.014644	-76.5877	200	1
5	0	0	16	7	0	0	0	37.01292	-76.587913	200	1
6	0	0	178	0	23	0	0	0	0	25	1
7	0	0	177	1	1	0	0	1	0	0	1
8	0	0	178	0	25	0	0	0	0	30	1
9	0	0	177	1	2	0	0	2	0	0	1
10	0	0	178	0	20	0	0	0	0	20	1
11	0	0	177	1	2	0	0	2	0	0	1
12	0	0	178	0	23	0	0	0	0	25	1
13	0	0	177	1	-1	0	0	-1	0	0	1
