QGC WPL 110
0	1	0	16	0	0	0	0	37.018676	-76.589406	0.000000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	37.020826	-76.588515	200.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	37.013631	-76.586638	200.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	37.013476	-76.590747	200.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	37.015173	-76.594791	200.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	37.019276	-76.593686	200.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	37.021777	-76.596036	200.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	37.026711	-76.593890	200.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	37.027054	-76.590672	200.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	37.025058	-76.589899	200.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	37.023833	-76.587367	200.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	37.024518	-76.584299	200.000000	1
